conversion_id,customer_id,conversion_date,revenue_inr
213,365,2024-07-20 16:00:29,5451.45
214,366,2024-03-13 00:44:50,1509.35
215,370,2024-08-25 07:19:58,2899.64
216,372,2024-10-07 05:45:57,8629.38
217,373,2024-11-11 10:47:08,1159.42
218,375,2024-08-30 07:33:14,5724.23
219,377,2024-03-14 01:15:41,6920.91
220,379,2024-02-07 18:30:38,19567.19
221,382,2024-07-24 22:45:53,15981.31
222,383,2024-05-02 21:35:10,10701.36
223,384,2024-04-08 18:46:49,701.76
224,385,2024-10-03 09:49:22,11259.28
225,386,2024-09-05 05:13:48,9273.93
226,387,2024-03-05 02:32:06,6187.89
227,388,2024-05-14 02:45:54,1035.67
228,389,2024-09-19 11:46:59,2442.81
229,391,2024-06-19 05:12:23,1719.62
230,392,2024-08-23 11:17:43,801.51
231,394,2024-07-15 12:46:19,4901.89
232,395,2024-10-12 17:49:49,2396.97
233,396,2024-07-31 02:08:30,52196.72
234,397,2024-01-28 17:58:57,4222.17
235,398,2024-02-03 15:43:55,15746.57
236,399,2024-02-28 18:29:29,1197.28
237,400,2024-09-16 03:09:27,3050.07
238,401,2024-06-02 16:16:42,5362.62
239,404,2024-10-13 11:31:03,2170.39
240,406,2024-05-05 16:01:32,3361.09
241,409,2024-11-06 18:53:11,4039.37
242,411,2024-05-14 23:35:21,3981.77
243,412,2024-05-23 06:19:44,26097.81
244,413,2024-08-12 03:28:59,6907.78
245,415,2024-08-09 11:51:10,7567.06
246,416,2024-08-18 06:24:05,7987.95
247,417,2024-02-29 07:01:18,8530.16
248,418,2024-05-15 11:33:47,4561.48
249,419,2024-03-23 03:05:21,3682.43
250,420,2024-01-20 12:38:25,5710.91
251,421,2024-03-30 13:39:33,13920.58
252,422,2024-09-17 17:24:08,13542.85
253,423,2024-06-23 19:37:38,3958.58
254,424,2024-08-01 16:38:44,9809.04
255,426,2024-06-25 07:55:34,4125.22
256,427,2024-01-22 13:17:21,5066.9
257,428,2024-03-01 21:43:48,3209.37
258,429,2024-03-22 14:39:35,4173.54
259,430,2024-03-09 12:19:57,16435.47
260,432,2024-11-01 00:39:25,5341.06
261,433,2024-05-01 22:41:02,5551.12
262,434,2024-05-04 13:40:24,1336.09
263,435,2024-05-16 01:10:27,3720.75
264,436,2024-04-07 06:54:00,3955.32
265,438,2024-06-03 07:39:56,2330.34
266,439,2024-05-12 15:56:52,5011.54
267,440,2024-04-03 03:57:15,3340.03
268,442,2024-09-04 17:10:32,5281.66
269,444,2024-05-13 01:01:43,5482.7
270,445,2024-11-05 01:21:10,2079.37
271,446,2024-05-31 05:46:00,3432.93
272,447,2024-11-01 21:39:26,5269.22
273,449,2024-08-13 09:34:35,14269.35
274,450,2024-10-28 04:42:37,6192.21
275,453,2024-04-10 17:31:18,2708.79
276,454,2024-10-21 13:15:42,7038.18
277,456,2024-05-21 09:23:13,22852.0
278,458,2024-01-18 23:50:17,11215.32
279,459,2024-09-24 06:07:59,8044.74
280,463,2024-05-31 12:43:06,9443.02
281,466,2024-03-06 20:10:03,17961.01
282,468,2024-02-16 08:05:55,12939.81
283,469,2024-05-06 23:46:45,8185.21
284,470,2024-08-30 16:39:11,12858.73
285,473,2024-04-17 17:54:36,1856.62
286,475,2024-11-15 07:59:40,1271.51
287,476,2024-04-19 18:46:17,5661.19
288,477,2024-02-08 13:50:32,5228.15
289,479,2024-05-15 20:51:32,3012.37
290,480,2024-07-09 22:42:36,10334.75
291,482,2024-03-02 03:51:32,919.13
292,483,2024-07-16 01:49:30,3037.24
293,485,2024-08-03 01:33:00,3176.52
294,487,2024-07-12 13:33:18,1127.02
295,489,2024-10-10 02:46:00,18868.67
296,490,2024-02-14 10:23:06,1446.23
297,492,2024-04-24 03:45:09,2894.29
298,493,2024-11-06 05:11:35,11127.58
299,494,2024-07-26 19:50:46,8790.62
300,497,2024-09-02 22:23:58,1812.83
301,498,2024-08-11 02:44:39,9083.73
302,499,2024-05-10 16:37:59,6379.25
303,500,2024-04-14 05:43:23,40124.08
304,501,2024-04-01 01:10:27,7069.51
305,502,2024-04-06 05:48:58,4328.09
306,503,2024-08-21 02:47:29,2273.66
307,504,2024-11-05 13:07:01,2515.38
308,507,2024-01-19 22:41:46,2337.43
309,509,2024-08-25 05:47:57,16881.76
310,510,2024-04-24 05:16:17,4994.9
311,513,2024-05-31 06:27:27,8174.07
312,514,2024-10-09 01:39:41,19203.02
313,516,2024-09-27 03:37:35,588.39
314,519,2024-05-26 11:18:51,15537.11
315,520,2024-05-10 23:29:30,5166.02
316,523,2024-11-14 02:05:53,7270.23
317,524,2024-01-09 11:33:22,2331.9
318,525,2024-10-20 21:34:18,2490.87
319,526,2024-09-07 14:54:29,7630.9
320,527,2024-01-10 03:10:52,42029.96
321,528,2024-02-08 19:41:20,12124.48
322,530,2024-05-19 06:11:05,15351.53
323,532,2024-07-19 08:00:21,4134.82
324,533,2024-04-25 19:11:45,2863.55
325,534,2024-06-09 16:40:18,2433.96
326,537,2024-04-23 01:40:03,3167.04
327,540,2024-02-22 17:24:00,774.72
328,541,2024-10-15 11:25:03,2559.51
329,543,2024-02-26 01:50:49,2968.11
330,544,2024-08-17 02:42:20,4197.22
331,545,2024-08-15 09:03:02,5533.5
332,546,2024-03-20 08:56:43,6810.4
333,548,2024-07-23 20:16:57,4849.19
334,550,2024-07-07 17:51:00,2912.31
335,552,2024-11-14 14:32:30,839.64
336,553,2024-01-24 10:11:34,2928.43
337,554,2024-06-05 01:09:38,2048.36
338,555,2024-08-16 04:19:29,7476.05
339,557,2024-09-20 05:16:56,11140.68
340,558,2024-05-28 21:50:55,11438.2
341,560,2024-08-07 13:06:24,9713.36
342,564,2024-03-01 11:29:00,4358.25
343,568,2024-06-15 06:41:41,3072.48
344,572,2024-10-24 02:37:42,2508.92
345,573,2024-08-04 15:06:54,1265.54
346,576,2024-10-04 08:45:40,12000.08
347,577,2024-08-05 00:57:06,4199.67
348,579,2024-04-13 16:06:55,1600.86
349,580,2024-04-18 13:11:11,2335.91
350,584,2024-08-23 14:12:18,2252.34
351,585,2024-09-06 01:24:33,5108.81
352,586,2024-03-05 16:03:14,12845.14
353,587,2024-07-04 11:29:04,3593.24
354,588,2024-11-07 17:51:37,647.24
355,589,2024-03-06 13:11:08,4145.33
356,590,2024-10-14 00:15:08,4270.24
357,592,2024-01-20 13:31:23,4014.11
358,597,2024-10-13 21:33:42,2794.15
359,598,2024-01-30 20:25:40,5977.13
360,599,2024-05-02 05:42:35,5216.21
361,600,2024-06-19 14:30:14,4806.16
362,601,2024-08-25 16:12:20,7125.09
363,604,2024-07-07 00:56:51,3338.08
364,606,2024-05-30 05:22:27,3171.86
365,608,2024-06-07 19:04:22,17019.43
366,609,2024-05-24 20:34:56,8130.84
367,611,2024-09-18 08:46:11,10344.93
368,613,2024-03-17 17:48:37,14816.46
369,614,2024-03-29 18:26:50,7889.99
370,615,2024-01-20 23:09:42,11333.86
371,616,2024-02-01 07:22:12,1186.29
372,618,2024-08-06 00:12:04,5906.09
373,620,2024-04-10 01:11:55,4169.51
374,621,2024-09-28 11:30:40,22245.96
375,623,2024-04-30 14:23:47,11326.28
376,625,2024-10-20 08:05:07,2786.66
377,626,2024-11-09 06:06:45,6874.09
378,627,2024-04-22 03:54:11,5715.36
379,629,2024-08-06 15:30:48,7397.51
380,631,2024-01-27 23:34:18,1964.6
381,633,2024-06-24 11:21:49,6795.49
382,636,2024-10-15 22:07:25,4002.46
383,637,2024-06-12 04:49:57,6337.28
384,638,2024-07-10 02:13:27,2560.74
385,639,2024-09-06 23:45:55,2902.84
386,642,2024-06-07 15:50:08,14135.69
387,644,2024-11-13 17:54:02,1907.61
388,646,2024-10-19 11:19:07,2038.61
389,647,2024-04-11 22:32:06,4691.82
390,648,2024-04-12 15:16:32,2453.57
391,649,2024-11-22 14:10:50,2216.03
392,650,2024-02-29 17:54:39,5402.24
393,653,2024-03-30 00:24:19,1268.31
394,654,2024-08-30 19:12:02,1983.93
395,656,2024-09-20 13:55:24,31216.0
396,657,2024-09-06 19:47:21,7431.83
397,658,2024-07-02 06:25:18,2510.14
398,660,2024-08-30 16:41:08,7160.92
399,661,2024-02-23 19:20:38,8189.41
400,662,2024-09-06 07:55:39,12027.76
401,663,2024-09-04 08:10:23,4383.31
402,664,2024-06-30 22:06:11,11835.37
403,665,2024-10-06 10:54:24,784.78
404,666,2024-10-10 12:45:38,1899.46
405,667,2024-03-27 07:42:56,5695.8
406,670,2024-04-20 11:47:15,6612.19
407,672,2024-07-25 21:16:36,2163.31
408,674,2024-08-19 18:04:16,6207.28
409,675,2024-02-28 02:49:37,2803.28
410,678,2024-07-21 19:58:47,3830.45
411,679,2024-08-04 09:19:23,12360.94
412,681,2024-04-13 05:23:56,11137.17
413,682,2024-05-15 07:55:23,2003.49
414,683,2024-04-12 21:57:42,1897.84
415,685,2024-11-17 13:44:35,3394.61
416,686,2024-08-22 01:12:21,4797.87
417,687,2024-09-29 22:53:23,2718.65
418,688,2024-03-15 17:25:56,12538.74
419,696,2024-02-19 02:04:01,6718.71
420,698,2024-12-05 06:12:07,7083.17
421,700,2024-09-15 04:40:40,1572.02
422,702,2024-02-26 03:11:02,14052.59
423,703,2024-01-14 08:30:59,388.33
424,705,2024-01-26 15:42:01,10411.33
425,710,2024-10-01 13:33:35,11394.44
426,713,2024-10-11 05:59:07,3330.37
427,716,2024-04-11 16:53:38,15453.94
428,718,2024-05-24 07:16:54,4643.45
429,719,2024-05-23 04:25:10,5198.83
430,720,2024-02-02 09:37:39,6671.34
431,721,2024-08-12 16:11:35,86501.53
432,723,2024-03-09 22:56:03,16481.45
433,724,2024-10-27 11:09:31,9237.42
434,727,2024-07-28 22:55:18,2161.32
435,728,2024-04-11 12:21:19,5592.77
436,729,2024-09-08 00:10:30,2364.18
437,732,2024-03-09 13:42:40,10300.01
438,733,2024-02-15 04:17:09,5577.08
439,734,2024-11-06 13:50:27,1786.35
440,736,2024-08-05 18:22:13,5287.03
441,737,2024-05-23 12:21:41,2288.21
442,738,2024-04-28 12:20:30,5631.29
443,740,2024-06-28 10:49:42,2268.4
444,743,2024-04-30 12:14:47,5037.87
445,744,2024-05-06 01:35:43,9656.85
446,746,2024-03-19 02:19:03,4685.62
447,748,2024-05-14 00:49:24,3457.15
448,749,2024-06-08 05:42:02,5901.42
449,750,2024-08-26 09:07:18,9204.65
450,751,2024-10-04 07:46:41,1814.45
451,752,2024-11-04 14:05:23,6214.19
452,753,2024-01-30 20:38:36,16087.32
453,754,2024-02-13 03:17:20,8236.17
454,757,2024-02-03 05:05:02,5176.99
455,758,2024-04-13 20:08:43,8740.86
456,760,2024-07-15 19:16:21,7385.3
457,761,2024-11-15 06:25:12,9684.1
458,763,2024-11-24 20:09:35,795.09
459,764,2024-11-08 13:23:39,1214.26
460,765,2024-06-09 00:46:36,12141.03
461,766,2024-06-17 08:45:11,1268.07
462,767,2024-08-13 03:09:54,7054.24
463,768,2024-01-15 09:01:03,3580.13
464,769,2024-11-04 06:28:09,2005.06
465,772,2024-08-06 04:22:21,6732.39
466,773,2024-01-11 03:16:55,5889.52
467,774,2024-09-09 04:28:52,32836.91
468,777,2024-07-05 12:28:13,2800.83
469,778,2024-09-09 06:16:36,17963.53
470,781,2024-01-02 21:38:07,6749.21
471,783,2024-08-17 13:58:19,2711.02
472,784,2024-02-27 10:31:31,10090.22
473,785,2024-11-03 22:41:21,8177.69
474,787,2024-10-14 15:55:03,5075.9
475,788,2024-08-27 19:50:54,6245.81
476,790,2024-03-04 00:32:25,2871.85
477,791,2024-03-09 23:31:23,2337.39
478,792,2024-09-07 17:56:36,9735.15
479,794,2024-03-13 12:57:21,4017.66
480,795,2024-03-06 06:21:57,4573.0
481,796,2024-06-09 08:54:27,6322.31
482,798,2024-07-02 20:33:08,6240.15
483,801,2024-06-26 22:18:32,1357.78
484,803,2024-02-23 20:16:01,15640.62
485,804,2024-01-30 00:36:55,5481.12
486,805,2024-03-09 02:36:38,4095.37
487,806,2024-07-09 22:18:08,7242.79
488,808,2024-02-05 01:45:45,6080.78
489,812,2024-02-21 22:44:50,9802.14
490,813,2024-09-16 03:34:18,7975.94
491,815,2024-08-28 08:05:45,9377.44
492,816,2024-09-11 15:28:45,16579.04
493,818,2024-05-13 03:24:11,10886.32
494,820,2024-06-08 06:40:49,4253.78
495,821,2024-02-12 15:22:06,1788.96
496,822,2024-07-28 02:26:18,22048.9
497,829,2024-08-28 18:31:24,3968.12
498,832,2024-10-05 04:23:54,3210.57
499,834,2024-08-03 23:17:42,1029.62
500,836,2024-12-08 16:07:10,6665.0
501,837,2024-09-06 23:19:14,5619.5
502,838,2024-02-26 07:16:26,1256.89
503,842,2024-04-08 12:23:00,7390.47
504,843,2024-04-18 13:00:38,3138.9
505,845,2024-09-24 19:54:53,55341.78
506,847,2024-12-15 22:31:52,2944.15
507,849,2024-03-11 09:59:02,3322.01
508,850,2024-02-18 09:58:14,2236.58
509,853,2024-08-04 06:51:24,15523.17
510,854,2024-08-27 17:00:16,3513.97
511,855,2024-10-13 13:28:39,2559.53
512,856,2024-06-30 19:01:26,9285.97
513,858,2024-03-08 08:24:52,1418.96
514,859,2024-09-28 10:44:02,8626.55
515,860,2024-07-16 16:12:26,24422.49
516,862,2024-05-20 13:51:14,8184.09
517,865,2024-07-02 23:46:38,8726.4
518,866,2024-03-27 02:35:02,10754.23
519,867,2024-04-03 03:06:08,22896.45
520,869,2024-10-23 01:14:19,14601.87
521,870,2024-05-20 16:00:55,7300.53
522,873,2024-09-05 04:06:37,11086.71
523,874,2024-08-30 05:09:04,2214.23
524,875,2024-10-11 10:16:48,9883.92
525,876,2024-04-05 15:10:39,1988.23
526,877,2024-09-21 18:30:44,3532.21
527,878,2024-05-25 08:35:23,306.65
528,879,2024-01-29 03:59:22,7053.55
529,880,2024-10-18 08:07:08,2753.19
530,881,2024-10-20 18:07:26,13360.14
531,882,2024-10-25 00:09:46,6982.58
532,885,2024-11-07 16:46:47,13516.77
533,886,2024-04-03 03:30:15,1853.37
534,887,2024-10-25 22:27:17,12513.3
535,888,2024-07-11 00:43:26,32704.59
536,891,2024-09-06 21:32:19,9776.56
537,892,2024-07-05 23:30:00,10009.74
538,895,2024-05-08 03:29:55,5725.23
539,896,2024-09-02 11:15:31,3064.99
540,897,2024-04-20 15:23:10,9750.49
541,899,2024-08-08 02:31:42,1267.15
542,900,2024-01-14 12:03:04,3374.56
543,901,2024-11-15 17:20:32,998.3
544,902,2024-04-14 04:16:30,2608.97
545,903,2024-05-25 11:49:36,8759.03
546,907,2024-12-09 10:41:13,7745.4
547,908,2024-02-27 22:40:50,5145.21
548,909,2024-06-19 03:38:25,5729.37
549,910,2024-01-18 00:40:06,900.29
550,911,2024-02-09 14:13:36,3514.65
551,912,2024-05-06 16:25:25,2661.87
552,915,2024-01-21 03:03:01,2715.81
553,917,2024-02-03 20:07:52,8430.58
554,918,2024-10-05 03:51:23,2265.48
555,921,2024-08-21 03:08:33,2852.03
556,922,2024-09-14 21:20:46,751.17
557,923,2024-09-16 09:14:45,3771.73
558,924,2024-08-18 15:16:21,1846.31
559,925,2024-04-02 07:49:35,5277.9
560,926,2024-10-07 04:32:18,2088.09
561,928,2024-11-21 04:35:09,5399.64
562,932,2024-07-26 12:51:40,4314.7
563,935,2024-03-11 07:08:12,22133.28
564,936,2024-03-20 11:27:02,7688.62
565,937,2024-07-13 05:49:10,938.54
566,938,2024-04-26 23:52:25,1574.35
567,939,2024-03-08 22:17:32,5165.14
568,941,2024-12-27 00:05:32,2128.42
569,944,2024-08-26 03:43:27,339.84
570,945,2024-08-14 10:57:33,16557.45
571,946,2024-05-31 15:26:41,9397.52
572,947,2024-07-05 13:03:07,7854.79
573,949,2024-06-05 20:39:56,2845.26
574,950,2024-08-21 17:52:02,7222.16
575,951,2024-02-07 09:57:11,2607.31
576,952,2024-06-06 08:50:16,5909.83
577,953,2024-03-24 08:09:21,2146.25
578,955,2024-07-30 15:00:08,19238.32
579,956,2024-11-01 15:46:31,1196.06
580,957,2024-02-27 18:39:44,14899.09
581,959,2024-05-04 20:29:36,5089.95
582,960,2024-03-11 06:43:32,3163.64
583,963,2024-05-18 01:19:34,5711.88
584,965,2024-03-16 09:14:58,9509.18
585,967,2024-07-08 00:37:19,16815.76
586,968,2024-09-01 14:12:32,6514.78
587,969,2024-03-20 15:46:12,2204.76
588,971,2024-01-30 16:34:56,5167.1
589,972,2024-02-20 12:17:59,25212.97
590,973,2024-01-29 08:02:09,16529.64
591,974,2024-08-30 20:23:34,11135.43
592,975,2024-07-03 05:56:58,10057.95
593,977,2024-09-04 13:49:48,9223.46
594,979,2024-01-15 23:00:01,13945.04
595,980,2024-04-30 18:29:42,3258.54
596,981,2024-07-02 03:50:37,1451.6
597,984,2024-08-12 19:41:25,5229.67
598,985,2024-06-24 17:04:32,2354.72
599,986,2024-09-28 12:26:26,1901.66
600,987,2024-06-07 19:15:40,2570.23
601,988,2024-08-23 09:12:47,46017.75
602,989,2024-10-17 19:10:48,5555.32
603,991,2024-11-09 09:43:52,6807.07
604,992,2024-06-05 10:27:05,1635.78
605,993,2024-07-31 23:18:32,935.07
606,994,2024-07-18 11:26:23,2351.6
607,996,2024-09-13 23:22:55,17932.61
608,999,2024-04-25 03:32:03,6639.87
609,1000,2024-04-15 17:56:55,8423.12
610,1001,2024-03-02 18:55:29,9553.94
611,1004,2024-08-13 20:56:50,2886.46
612,1007,2024-01-05 23:01:10,17139.98
613,1008,2024-01-11 21:41:59,2780.74
614,1009,2024-06-27 04:07:14,17424.09
615,1013,2024-02-14 22:04:25,7317.85
616,1015,2024-07-22 20:06:53,982.26
617,1016,2024-07-31 01:49:05,2506.87
618,1017,2024-06-25 10:14:45,985.9
619,1019,2024-03-21 10:06:16,14001.98
620,1022,2024-04-04 19:11:23,4806.57
621,1025,2024-11-10 01:14:50,661.49
622,1026,2024-08-12 12:08:38,6892.38
623,1027,2024-01-27 20:34:02,3030.71
624,1028,2024-03-13 03:08:46,1292.81
625,1029,2024-09-03 07:13:10,22251.6
626,1034,2024-08-19 16:14:07,5412.99
627,1036,2024-04-24 14:03:38,3774.08
628,1040,2024-03-29 20:07:49,3430.69
629,1043,2024-03-30 13:30:06,1258.97
630,1044,2024-08-01 00:55:25,1519.15
631,1046,2024-10-08 03:10:03,15621.84
632,1047,2024-04-26 15:57:56,3208.33
633,1048,2024-05-05 04:30:00,5013.36
634,1049,2024-03-10 02:44:07,780.63
