customer_id,signup_date,segment,country
171,2024-12-01,new,Singapore
172,2024-11-10,new,USA
173,2024-01-10,new,UAE
174,2024-12-25,returning,Singapore
175,2024-12-27,returning,Singapore
176,2024-09-17,new,India
177,2024-03-02,new,USA
178,2024-12-04,new,Singapore
179,2024-07-01,new,India
180,2024-11-13,returning,India
181,2024-04-28,new,India
182,2024-01-10,new,USA
183,2024-05-07,returning,Singapore
184,2024-01-27,returning,India
185,2024-09-06,returning,USA
186,2024-09-20,returning,India
187,2024-12-30,new,India
188,2024-12-06,returning,India
189,2024-08-13,returning,India
190,2024-02-12,returning,USA
191,2024-05-14,returning,USA
192,2024-08-23,returning,India
193,2024-05-29,returning,India
194,2024-04-08,new,UAE
195,2024-06-18,new,UK
196,2024-12-25,returning,UAE
197,2024-10-06,new,India
198,2024-06-16,new,UAE
199,2024-12-23,returning,UK
200,2024-05-01,new,UAE
201,2024-12-15,returning,UK
202,2024-04-30,returning,India
203,2024-06-05,returning,UK
204,2024-02-19,new,USA
205,2024-09-15,returning,UAE
206,2024-10-17,new,UK
207,2024-08-09,returning,USA
208,2024-07-31,new,India
209,2024-04-21,new,USA
210,2024-11-01,returning,UK
211,2024-09-11,returning,USA
212,2024-06-20,returning,UAE
213,2024-03-23,returning,USA
214,2024-11-04,new,UAE
215,2024-02-02,returning,UK
216,2024-09-14,returning,India
217,2024-02-06,new,UAE
218,2024-04-30,new,Singapore
219,2024-03-18,new,India
220,2024-01-18,new,USA
221,2024-08-25,new,USA
222,2024-06-09,returning,India
223,2024-10-05,returning,USA
224,2024-06-04,new,India
225,2024-09-11,new,Singapore
226,2024-11-30,new,Singapore
227,2024-06-14,new,India
228,2024-11-08,returning,USA
229,2024-01-20,returning,India
230,2024-12-22,new,USA
231,2024-02-21,returning,UAE
232,2024-07-25,returning,UK
233,2024-05-03,returning,UK
234,2024-11-12,returning,USA
235,2024-11-18,returning,USA
236,2024-12-14,new,UAE
237,2024-11-30,returning,USA
238,2024-04-10,new,Singapore
239,2024-09-04,returning,Singapore
240,2024-10-29,returning,USA
241,2024-08-31,new,India
242,2024-06-19,new,UAE
243,2024-04-20,new,India
244,2024-05-10,returning,UK
245,2024-02-01,new,India
246,2024-03-30,returning,UAE
247,2024-02-29,new,India
248,2024-06-10,returning,India
249,2024-07-29,returning,USA
250,2024-01-25,new,Singapore
251,2024-06-12,returning,Singapore
252,2024-08-14,new,Singapore
253,2024-12-08,returning,USA
254,2024-07-04,new,India
255,2024-04-25,returning,Singapore
256,2024-12-12,returning,UK
257,2024-10-17,returning,Singapore
258,2024-08-22,new,USA
259,2024-03-26,returning,USA
260,2024-07-07,new,USA
261,2024-05-10,returning,UAE
262,2024-03-05,returning,India
263,2024-08-29,returning,India
264,2024-12-18,returning,UK
265,2024-08-07,new,India
266,2024-09-06,returning,India
267,2024-12-02,returning,India
268,2024-01-20,returning,USA
269,2024-05-07,new,USA
270,2024-05-06,returning,Singapore
271,2024-12-07,returning,India
272,2024-10-19,returning,India
273,2024-11-20,new,USA
274,2024-01-08,returning,India
275,2024-05-15,new,UAE
276,2024-01-27,new,Singapore
277,2024-01-13,new,India
278,2024-11-21,new,UK
279,2024-02-29,new,India
280,2024-07-02,new,UK
281,2024-03-25,returning,UAE
282,2024-04-09,returning,India
283,2024-08-23,returning,UAE
284,2024-10-05,new,Singapore
285,2024-11-14,new,India
286,2024-02-11,returning,India
287,2024-12-26,returning,UK
288,2024-09-20,returning,USA
289,2024-10-04,new,India
290,2024-08-17,new,India
291,2024-09-27,returning,Singapore
292,2024-09-22,returning,Singapore
293,2024-02-17,returning,Singapore
294,2024-01-16,returning,UK
295,2024-06-15,returning,India
296,2024-07-15,returning,India
297,2024-11-25,returning,Singapore
298,2024-07-09,new,USA
299,2024-05-20,returning,UAE
300,2024-02-29,returning,India
301,2024-10-11,returning,UAE
302,2024-04-14,returning,Singapore
303,2024-12-23,returning,Singapore
304,2024-07-06,returning,USA
305,2024-11-16,returning,India
306,2024-05-05,new,Singapore
307,2024-12-28,new,India
308,2024-12-08,returning,India
309,2024-10-18,returning,UK
310,2024-08-25,returning,India
311,2024-01-12,returning,Singapore
312,2024-05-06,new,USA
313,2024-03-23,returning,Singapore
314,2024-04-10,returning,India
315,2024-12-07,returning,UAE
316,2024-12-07,returning,UK
317,2024-01-04,returning,India
318,2024-02-03,new,UAE
319,2024-06-06,returning,UK
320,2024-10-21,new,UAE
321,2024-07-03,returning,USA
322,2024-11-03,new,India
323,2024-04-24,new,USA
324,2024-09-25,new,India
325,2024-09-14,returning,India
326,2024-07-02,returning,UK
327,2024-05-13,returning,UAE
328,2024-08-01,returning,India
329,2024-09-29,returning,India
330,2024-04-29,returning,India
331,2024-02-16,new,India
332,2024-02-16,returning,Singapore
333,2024-09-25,new,India
334,2024-03-25,returning,India
335,2024-10-08,returning,Singapore
336,2024-07-22,returning,India
337,2024-02-09,new,India
338,2024-03-29,returning,India
339,2024-04-27,new,UAE
340,2024-07-26,new,India
341,2024-01-18,new,UK
342,2024-04-23,new,UAE
343,2024-12-03,returning,India
344,2024-12-04,new,UK
345,2024-04-20,returning,USA
346,2024-06-20,returning,India
347,2024-01-20,returning,Singapore
348,2024-07-04,new,Singapore
349,2024-01-26,returning,USA
350,2024-01-29,returning,UAE
351,2024-09-23,new,India
352,2024-02-27,returning,India
353,2024-02-03,new,India
354,2024-08-04,returning,UK
355,2024-08-19,returning,India
356,2024-10-28,returning,USA
357,2024-06-23,returning,India
358,2024-11-30,returning,USA
359,2024-04-28,returning,UK
360,2024-01-24,returning,UAE
361,2024-02-08,new,UAE
362,2024-03-22,returning,UAE
363,2024-02-01,new,India
364,2024-03-08,returning,India
365,2024-03-01,new,USA
366,2024-06-23,returning,USA
367,2024-04-23,new,India
368,2024-04-21,returning,UAE
369,2024-11-29,returning,India
370,2024-09-23,new,India
371,2024-11-01,returning,UAE
372,2024-11-08,new,USA
373,2024-02-14,returning,India
374,2024-09-08,new,India
375,2024-11-17,new,India
376,2024-01-24,new,Singapore
377,2024-04-29,returning,UAE
378,2024-11-16,returning,India
379,2024-06-19,new,USA
380,2024-09-24,returning,UAE
381,2024-06-05,returning,UK
382,2024-07-28,returning,USA
383,2024-02-01,returning,India
384,2024-12-11,returning,UAE
385,2024-05-05,returning,India
386,2024-01-11,new,India
387,2024-09-18,returning,UK
388,2024-01-09,returning,UK
389,2024-01-16,new,USA
390,2024-07-20,returning,India
391,2024-03-11,returning,USA
392,2024-09-03,returning,India
393,2024-07-01,returning,USA
394,2024-05-09,returning,UAE
395,2024-02-10,new,India
396,2024-06-08,returning,India
397,2024-09-14,returning,Singapore
398,2024-10-22,returning,India
399,2024-06-25,new,India
400,2024-04-08,returning,India
401,2024-10-27,returning,Singapore
402,2024-07-18,new,UAE
403,2024-12-03,returning,USA
404,2024-06-09,new,India
405,2024-07-20,returning,UK
406,2024-10-20,returning,UAE
407,2024-06-20,new,India
408,2024-04-13,returning,India
409,2024-12-26,returning,USA
410,2024-12-08,returning,India
411,2024-01-12,returning,Singapore
412,2024-04-02,new,India
413,2024-08-01,new,UK
414,2024-06-07,new,India
415,2024-11-22,new,USA
416,2024-02-15,new,USA
417,2024-12-28,returning,UK
418,2024-09-30,returning,USA
419,2024-11-20,returning,USA
420,2024-04-04,returning,UK
421,2024-02-26,returning,India
422,2024-12-24,returning,UK
423,2024-10-16,new,Singapore
424,2024-01-28,returning,Singapore
425,2024-11-02,returning,India
426,2024-12-28,returning,India
427,2024-11-14,new,India
428,2024-10-08,returning,Singapore
429,2024-08-15,returning,UAE
430,2024-07-09,new,USA
431,2024-07-28,returning,India
432,2024-05-09,returning,Singapore
433,2024-07-30,returning,USA
434,2024-12-28,returning,Singapore
435,2024-03-14,new,UK
436,2024-05-28,new,Singapore
437,2024-10-28,returning,India
438,2024-05-03,returning,UAE
439,2024-12-20,returning,USA
440,2024-09-14,new,USA
441,2024-01-15,new,UK
442,2024-08-17,returning,Singapore
443,2024-02-08,returning,India
444,2024-07-23,returning,India
445,2024-10-07,new,USA
446,2024-12-04,new,India
447,2024-07-01,returning,India
448,2024-08-30,returning,UAE
449,2024-02-01,returning,Singapore
450,2024-09-18,returning,USA
451,2024-05-02,returning,Singapore
452,2024-07-29,new,UK
453,2024-01-27,new,UAE
454,2024-09-22,returning,India
455,2024-10-17,new,USA
456,2024-02-08,new,USA
457,2024-03-05,returning,India
458,2024-01-18,returning,Singapore
459,2024-01-22,returning,India
460,2024-05-25,returning,India
461,2024-04-04,returning,USA
462,2024-08-07,new,India
463,2024-03-08,new,UK
464,2024-12-04,returning,UK
465,2024-09-22,new,USA
466,2024-12-20,returning,India
467,2024-03-31,returning,UAE
468,2024-04-08,returning,India
469,2024-09-15,new,Singapore
470,2024-06-29,returning,UAE
471,2024-07-31,new,India
472,2024-06-20,returning,UK
473,2024-04-26,returning,UAE
474,2024-04-07,returning,Singapore
475,2024-04-27,new,USA
476,2024-11-27,returning,India
477,2024-04-02,returning,UK
478,2024-05-19,returning,India
479,2024-09-28,returning,India
480,2024-11-18,returning,India
481,2024-01-04,returning,Singapore
482,2024-09-23,new,UK
483,2024-10-16,returning,Singapore
484,2024-12-17,returning,Singapore
485,2024-11-06,new,UK
486,2024-11-07,returning,India
487,2024-09-04,new,UK
488,2024-04-07,new,UAE
489,2024-02-07,new,India
490,2024-11-02,returning,India
491,2024-08-13,returning,UAE
492,2024-02-21,new,India
493,2024-05-06,returning,India
494,2024-03-18,new,Singapore
495,2024-07-28,returning,UK
496,2024-07-13,returning,Singapore
497,2024-03-04,returning,Singapore
498,2024-07-06,returning,UAE
499,2024-12-04,returning,Singapore
500,2024-02-14,returning,India
501,2024-02-24,new,Singapore
502,2024-09-19,returning,Singapore
503,2024-11-08,returning,India
504,2024-02-05,returning,India
505,2024-04-12,returning,India
506,2024-06-25,returning,UAE
507,2024-10-17,returning,UK
508,2024-05-27,returning,India
509,2024-09-19,new,USA
510,2024-01-10,returning,UK
511,2024-05-07,returning,India
512,2024-09-08,new,UAE
513,2024-11-15,returning,UAE
514,2024-04-27,returning,India
515,2024-02-24,new,India
516,2024-04-28,returning,India
517,2024-02-07,new,UK
518,2024-02-22,returning,USA
519,2024-05-24,returning,USA
520,2024-08-16,new,USA
521,2024-09-11,new,Singapore
522,2024-07-09,returning,USA
523,2024-12-30,returning,India
524,2024-09-25,returning,India
525,2024-06-21,returning,India
526,2024-11-28,returning,India
527,2024-09-23,returning,UK
528,2024-12-16,returning,India
529,2024-06-03,returning,India
530,2024-02-17,returning,India
531,2024-09-14,new,UAE
532,2024-09-05,returning,India
533,2024-01-20,returning,India
534,2024-02-18,returning,India
535,2024-01-27,returning,India
536,2024-08-15,new,Singapore
537,2024-12-03,new,India
538,2024-10-27,new,Singapore
539,2024-12-15,returning,India
540,2024-04-17,new,India
541,2024-07-28,returning,Singapore
542,2024-03-08,new,UAE
543,2024-12-02,new,India
544,2024-01-06,returning,Singapore
545,2024-11-02,new,UK
546,2024-05-05,new,India
547,2024-04-13,new,India
548,2024-10-15,returning,UK
549,2024-02-14,new,USA
550,2024-06-23,returning,UK
551,2024-08-18,new,USA
552,2024-07-14,new,UK
553,2024-01-17,returning,India
554,2024-06-26,new,India
555,2024-07-05,returning,USA
556,2024-09-23,new,USA
557,2024-10-03,returning,India
558,2024-12-15,new,India
559,2024-08-24,new,India
560,2024-02-19,returning,UK
561,2024-09-02,returning,UK
562,2024-10-03,returning,USA
563,2024-08-20,returning,India
564,2024-06-25,returning,UK
565,2024-06-16,new,Singapore
566,2024-09-29,new,Singapore
567,2024-09-11,returning,UAE
568,2024-12-02,new,USA
569,2024-06-24,new,USA
570,2024-05-11,returning,USA
571,2024-06-10,new,India
572,2024-06-14,returning,UAE
573,2024-04-08,returning,India
574,2024-09-23,returning,India
575,2024-02-05,new,India
576,2024-06-16,new,UAE
577,2024-10-13,returning,Singapore
578,2024-02-20,returning,India
579,2024-08-15,returning,UK
580,2024-05-08,new,USA
581,2024-05-17,returning,Singapore
582,2024-12-21,new,India
583,2024-08-21,returning,India
584,2024-02-10,returning,UK
585,2024-03-23,new,UAE
586,2024-07-06,new,Singapore
587,2024-02-12,returning,Singapore
588,2024-08-04,returning,India
589,2024-10-23,returning,UK
590,2024-03-28,returning,Singapore
591,2024-08-05,returning,UK
592,2024-09-19,returning,India
593,2024-08-24,returning,India
594,2024-03-11,returning,UAE
595,2024-10-23,returning,India
596,2024-05-16,new,India
597,2024-12-03,new,UK
598,2024-09-12,returning,India
599,2024-02-25,new,India
600,2024-10-16,returning,India
601,2024-05-26,returning,USA
602,2024-05-12,new,India
603,2024-05-01,returning,Singapore
604,2024-08-08,returning,India
605,2024-12-09,new,India
606,2024-03-02,returning,India
607,2024-09-18,new,India
608,2024-06-21,returning,USA
609,2024-08-23,returning,USA
610,2024-04-16,new,Singapore
611,2024-07-17,new,India
612,2024-06-15,new,India
613,2024-09-20,returning,USA
614,2024-07-23,returning,India
615,2024-03-26,returning,UK
616,2024-01-22,new,India
617,2024-04-27,new,Singapore
618,2024-02-23,returning,India
619,2024-05-07,new,India
620,2024-07-12,returning,India
621,2024-02-20,returning,UK
622,2024-09-30,new,UK
623,2024-08-04,returning,India
624,2024-06-03,new,USA
625,2024-01-08,returning,India
626,2024-11-30,returning,UK
627,2024-06-15,returning,USA
628,2024-10-02,returning,India
629,2024-02-14,returning,India
630,2024-05-06,new,Singapore
631,2024-08-28,returning,Singapore
632,2024-09-24,returning,India
633,2024-06-18,new,India
634,2024-06-18,returning,USA
635,2024-07-22,new,USA
636,2024-12-04,returning,UAE
637,2024-05-11,new,India
638,2024-10-29,new,India
639,2024-07-17,new,UK
640,2024-07-17,new,Singapore
641,2024-05-15,returning,UAE
642,2024-11-14,new,India
643,2024-02-09,new,India
644,2024-03-17,new,UK
645,2024-02-29,new,India
646,2024-10-27,returning,USA
647,2024-10-19,returning,Singapore
648,2024-08-13,returning,UAE
649,2024-12-24,returning,UAE
650,2024-09-03,returning,India
651,2024-12-01,returning,India
652,2024-06-19,new,USA
653,2024-06-20,returning,Singapore
654,2024-04-16,returning,India
655,2024-05-16,returning,India
656,2024-04-30,returning,USA
657,2024-01-15,new,India
658,2024-11-18,returning,India
659,2024-09-07,new,UK
660,2024-08-18,returning,USA
661,2024-06-28,returning,UK
662,2024-11-03,new,USA
663,2024-12-19,returning,UAE
664,2024-03-14,returning,UK
665,2024-07-03,returning,India
666,2024-01-25,returning,India
667,2024-11-10,returning,UAE
668,2024-02-02,returning,UAE
669,2024-03-08,new,India
670,2024-10-01,returning,USA
671,2024-07-22,returning,UK
672,2024-03-02,returning,India
673,2024-12-22,returning,USA
674,2024-06-07,returning,UAE
675,2024-08-20,new,Singapore
676,2024-09-02,returning,India
677,2024-05-08,new,UK
678,2024-09-20,returning,India
679,2024-04-07,returning,Singapore
680,2024-02-28,returning,India
681,2024-08-14,new,India
682,2024-04-30,returning,India
683,2024-08-19,new,India
684,2024-08-05,returning,UAE
685,2024-11-03,returning,Singapore
686,2024-02-19,returning,India
687,2024-09-07,returning,UK
688,2024-05-20,new,India
689,2024-04-29,new,India
690,2024-05-12,returning,India
691,2024-03-28,new,India
692,2024-01-30,returning,Singapore
693,2024-11-02,new,UK
694,2024-10-26,returning,Singapore
695,2024-10-13,returning,India
696,2024-09-14,returning,Singapore
697,2024-08-28,new,UK
698,2024-05-26,new,India
699,2024-03-11,returning,Singapore
700,2024-12-16,new,UAE
701,2024-06-18,new,USA
702,2024-05-21,new,USA
703,2024-08-25,returning,Singapore
704,2024-10-17,returning,India
705,2024-07-26,new,India
706,2024-11-10,returning,Singapore
707,2024-03-16,returning,UAE
708,2024-08-09,returning,USA
709,2024-10-25,returning,Singapore
710,2024-05-28,returning,UK
711,2024-06-11,new,Singapore
712,2024-03-18,returning,India
713,2024-12-05,returning,India
714,2024-09-06,returning,Singapore
715,2024-05-24,returning,India
716,2024-10-03,returning,Singapore
717,2024-02-18,returning,India
718,2024-10-23,new,India
719,2024-06-23,returning,India
720,2024-11-18,returning,India
721,2024-12-19,new,Singapore
722,2024-06-24,returning,India
723,2024-06-10,new,USA
724,2024-07-13,returning,India
725,2024-05-29,new,India
726,2024-03-28,new,India
727,2024-12-27,new,Singapore
728,2024-10-04,returning,Singapore
729,2024-02-26,new,India
730,2024-04-21,returning,UAE
731,2024-11-18,new,Singapore
732,2024-10-01,returning,USA
733,2024-08-26,new,India
734,2024-01-08,returning,India
735,2024-11-20,new,UK
736,2024-10-09,returning,UK
737,2024-06-13,new,Singapore
738,2024-04-21,new,India
739,2024-02-17,new,India
740,2024-06-12,returning,USA
741,2024-01-25,new,Singapore
742,2024-12-17,returning,UK
743,2024-07-27,new,UAE
744,2024-07-19,returning,India
745,2024-10-06,new,India
746,2024-06-15,new,UK
747,2024-05-17,new,UK
748,2024-06-10,new,UAE
749,2024-09-16,new,UK
750,2024-05-20,new,UK
751,2024-07-30,returning,Singapore
752,2024-07-16,returning,India
753,2024-05-31,returning,India
754,2024-09-03,returning,India
755,2024-04-08,new,India
756,2024-11-02,new,India
757,2024-04-03,new,Singapore
758,2024-08-13,returning,India
759,2024-01-18,returning,UK
760,2024-05-11,new,Singapore
761,2024-10-29,returning,UAE
762,2024-07-04,new,Singapore
763,2024-02-22,new,UAE
764,2024-10-28,returning,India
765,2024-04-23,new,India
766,2024-11-03,new,India
767,2024-05-02,returning,UK
768,2024-06-03,returning,USA
769,2024-04-08,new,Singapore
770,2024-09-08,new,India
771,2024-05-18,new,Singapore
772,2024-09-11,returning,India
773,2024-02-18,returning,USA
774,2024-12-11,returning,UAE
775,2024-06-19,returning,India
776,2024-03-13,returning,UAE
777,2024-07-12,returning,Singapore
778,2024-07-20,returning,Singapore
779,2024-02-02,returning,India
780,2024-06-16,returning,Singapore
781,2024-03-11,returning,India
782,2024-05-04,new,India
783,2024-05-07,returning,India
784,2024-06-22,returning,UAE
785,2024-06-14,new,UAE
786,2024-06-21,returning,USA
787,2024-01-17,returning,UK
788,2024-06-17,returning,UAE
789,2024-11-03,new,India
790,2024-09-17,returning,India
791,2024-07-18,new,India
792,2024-02-25,returning,UAE
793,2024-10-30,returning,India
794,2024-02-19,new,India
795,2024-10-29,returning,India
796,2024-05-28,returning,India
797,2024-08-22,new,UAE
798,2024-06-23,returning,India
799,2024-06-21,new,UK
800,2024-02-23,returning,India
801,2024-06-03,returning,UAE
802,2024-04-18,new,India
803,2024-01-11,new,USA
804,2024-07-20,returning,UK
805,2024-02-15,returning,Singapore
806,2024-04-11,returning,India
807,2024-08-25,returning,UAE
808,2024-12-21,returning,India
809,2024-02-17,new,Singapore
810,2024-01-29,returning,India
811,2024-12-15,returning,India
812,2024-11-10,returning,UAE
813,2024-05-14,new,UK
814,2024-07-29,returning,India
815,2024-11-26,new,UAE
816,2024-10-02,new,Singapore
817,2024-05-20,returning,India
818,2024-02-17,new,Singapore
819,2024-02-23,new,Singapore
820,2024-07-10,new,India
821,2024-08-03,returning,India
822,2024-06-30,returning,India
823,2024-08-25,new,India
824,2024-04-30,returning,UAE
825,2024-10-06,returning,UK
826,2024-06-08,returning,Singapore
827,2024-08-11,new,India
828,2024-05-03,new,USA
829,2024-06-29,returning,India
830,2024-02-19,returning,UAE
831,2024-08-16,new,Singapore
832,2024-02-20,returning,UK
833,2024-12-19,new,Singapore
834,2024-02-18,returning,India
835,2024-04-28,new,India
836,2024-05-05,new,India
837,2024-07-20,returning,Singapore
838,2024-01-31,returning,India
839,2024-09-03,returning,India
840,2024-02-18,returning,UK
841,2024-07-26,new,UK
842,2024-09-05,new,UK
843,2024-08-13,new,India
844,2024-09-12,returning,UAE
845,2024-12-16,returning,India
846,2024-11-23,returning,India
847,2024-11-16,new,India
848,2024-01-18,returning,India
849,2024-09-09,new,Singapore
850,2024-08-10,returning,UK
851,2024-09-05,new,USA
852,2024-12-11,returning,India
853,2024-09-06,returning,USA
854,2024-04-05,returning,India
855,2024-06-25,new,UAE
856,2024-01-24,new,USA
857,2024-06-10,returning,USA
858,2024-03-20,returning,UK
859,2024-02-25,returning,Singapore
860,2024-10-05,returning,UAE
861,2024-11-30,returning,USA
862,2024-02-20,returning,UK
863,2024-08-06,new,India
864,2024-04-03,returning,India
865,2024-04-13,returning,India
866,2024-02-24,new,India
867,2024-04-22,returning,Singapore
868,2024-08-26,returning,India
869,2024-12-02,new,Singapore
870,2024-05-07,returning,UAE
871,2024-05-01,new,Singapore
872,2024-03-02,returning,UK
873,2024-06-30,returning,India
874,2024-07-12,new,India
875,2024-06-01,returning,USA
876,2024-04-03,new,UK
877,2024-05-17,new,India
878,2024-04-19,returning,UK
879,2024-12-08,returning,India
880,2024-07-27,new,Singapore
881,2024-02-11,returning,India
882,2024-12-08,returning,UAE
883,2024-05-22,returning,India
884,2024-01-18,returning,India
885,2024-08-09,returning,India
886,2024-05-20,returning,India
887,2024-01-29,returning,UK
888,2024-06-23,returning,India
889,2024-11-16,returning,UAE
890,2024-08-25,new,India
891,2024-02-07,returning,India
892,2024-11-04,returning,UK
893,2024-12-30,returning,Singapore
894,2024-02-26,new,UK
895,2024-07-16,returning,UK
896,2024-01-16,new,India
897,2024-02-23,returning,Singapore
898,2024-07-02,returning,USA
899,2024-02-27,returning,UK
900,2024-02-24,returning,UK
901,2024-05-03,new,USA
902,2024-08-27,returning,UK
903,2024-05-10,returning,Singapore
904,2024-07-16,returning,USA
905,2024-10-02,returning,India
906,2024-07-03,new,India
907,2024-05-08,new,USA
908,2024-08-14,returning,Singapore
909,2024-12-15,new,UK
910,2024-07-03,returning,UAE
911,2024-10-31,returning,UK
912,2024-03-29,new,UK
913,2024-07-05,new,UK
914,2024-09-01,returning,Singapore
915,2024-11-22,returning,India
916,2024-11-15,new,India
917,2024-08-10,new,India
918,2024-01-08,returning,India
919,2024-06-11,new,USA
920,2024-09-25,new,USA
921,2024-07-13,returning,USA
922,2024-12-04,new,UAE
923,2024-02-23,returning,India
924,2024-08-05,returning,UAE
925,2024-07-04,returning,USA
926,2024-05-01,new,USA
927,2024-12-20,returning,India
928,2024-07-31,returning,UAE
929,2024-10-26,returning,UK
930,2024-07-07,new,India
931,2024-04-18,returning,India
932,2024-03-28,returning,Singapore
933,2024-04-22,new,UAE
934,2024-09-30,returning,India
935,2024-07-05,returning,UK
936,2024-12-28,returning,India
937,2024-02-17,returning,UAE
938,2024-07-29,returning,USA
939,2024-11-13,returning,Singapore
940,2024-11-08,new,India
941,2024-01-17,returning,UAE
942,2024-01-31,returning,USA
943,2024-09-11,returning,UAE
944,2024-07-05,new,India
945,2024-11-17,returning,India
946,2024-12-28,returning,UAE
947,2024-04-15,new,India
948,2024-08-27,returning,India
949,2024-04-04,new,UAE
950,2024-12-17,returning,India
951,2024-09-04,new,India
952,2024-02-08,returning,India
953,2024-10-05,returning,India
