touchpoint_id,customer_id,channel,campaign_name,touch_date,cost_inr
41,14,paid_search,brand_search_q1,2024-10-20 05:02:23,173.75
42,14,email,reengagement,2024-10-26 05:02:23,27.29
43,14,organic_search,seo_category,2024-11-01 05:02:23,0.0
44,14,referral,review_site,2024-11-22 05:02:23,27.82
45,14,organic_search,seo_product,2024-11-21 05:02:23,0.0
46,15,social_organic,linkedin_post,2024-01-06 06:23:53,0.0
47,15,email,reengagement,2024-01-19 06:23:53,23.52
48,15,social_paid,fb_lookalike,2024-01-22 06:23:53,131.12
49,15,paid_search,product_generic,2024-02-02 06:23:53,132.45
50,16,social_paid,fb_prospecting,2024-10-09 19:27:38,241.39
51,16,social_organic,twitter_organic,2024-10-12 19:27:38,0.0
52,16,email,welcome_series,2024-10-17 19:27:38,26.53
53,17,social_paid,ig_retarget,2024-08-12 07:28:29,258.42
54,18,social_paid,fb_prospecting,2024-03-21 02:55:31,278.59
55,18,social_paid,ig_retarget,2024-04-01 02:55:31,164.61
56,18,social_paid,ig_retarget,2024-04-08 02:55:31,199.59
57,18,paid_search,product_generic,2024-04-08 02:55:31,197.89
58,19,email,cart_abandon,2024-05-08 14:58:02,38.78
59,19,email,welcome_series,2024-05-18 14:58:02,28.4
60,20,social_paid,fb_lookalike,2024-07-20 23:28:32,192.91
61,20,organic_search,seo_product,2024-07-30 23:28:32,0.0
62,21,email,welcome_series,2024-05-14 18:15:14,37.51
63,21,direct,direct_visit,2024-05-22 18:15:14,0.0
64,21,social_paid,fb_lookalike,2024-05-24 18:15:14,239.57
65,21,social_paid,fb_lookalike,2024-05-23 18:15:14,151.5
66,22,organic_search,seo_blog,2024-04-27 22:10:55,0.0
67,22,email,cart_abandon,2024-04-28 22:10:55,29.32
68,22,paid_search,product_generic,2024-05-01 22:10:55,199.52
69,22,paid_search,competitor_kw,2024-04-30 22:10:55,263.05
70,23,email,welcome_series,2024-06-16 02:53:58,60.35
71,23,email,cart_abandon,2024-06-21 02:53:58,21.72
72,23,social_organic,twitter_organic,2024-07-08 02:53:58,0.0
73,23,referral,coupon_site,2024-06-25 02:53:58,44.02
74,24,social_paid,fb_prospecting,2024-02-03 09:36:37,215.98
75,25,organic_search,seo_blog,2024-03-17 09:37:56,0.0
76,26,paid_search,competitor_kw,2024-03-25 23:54:08,184.96
77,26,social_organic,twitter_organic,2024-04-01 23:54:08,0.0
78,26,organic_search,seo_blog,2024-04-04 23:54:08,0.0
79,27,organic_search,seo_blog,2024-04-27 07:03:18,0.0
80,27,organic_search,seo_product,2024-05-10 07:03:18,0.0
81,27,organic_search,seo_category,2024-05-23 07:03:18,0.0
82,27,paid_search,brand_search_q1,2024-05-18 07:03:18,72.67
83,27,organic_search,seo_product,2024-05-17 07:03:18,0.0
84,28,email,reengagement,2024-02-03 05:49:49,43.3
85,28,organic_search,seo_product,2024-02-16 05:49:49,0.0
86,29,paid_search,product_generic,2024-06-18 16:08:10,152.01
87,29,social_paid,fb_lookalike,2024-06-29 16:08:10,206.0
88,30,email,cart_abandon,2024-10-03 17:53:58,26.16
89,31,organic_search,seo_product,2024-06-30 04:35:06,0.0
90,31,paid_search,product_generic,2024-07-01 04:35:06,207.08
91,31,referral,review_site,2024-07-04 04:35:06,67.37
92,31,social_paid,fb_lookalike,2024-07-15 04:35:06,236.97
93,31,social_organic,twitter_organic,2024-08-05 04:35:06,0.0
94,32,paid_search,product_generic,2024-05-24 21:38:52,196.98
95,33,paid_search,competitor_kw,2024-04-23 22:09:24,254.08
96,33,email,welcome_series,2024-05-01 22:09:24,31.58
97,33,social_organic,twitter_organic,2024-05-09 22:09:24,0.0
98,33,social_organic,ig_organic,2024-04-26 22:09:24,0.0
99,33,email,reengagement,2024-05-01 22:09:24,27.22
100,34,organic_search,seo_product,2024-05-09 12:17:27,0.0
101,35,social_paid,fb_prospecting,2024-07-05 23:36:21,264.43
102,35,social_paid,fb_lookalike,2024-07-14 23:36:21,304.07
103,36,social_paid,fb_lookalike,2024-10-14 03:21:59,200.73
104,36,organic_search,seo_category,2024-10-26 03:21:59,0.0
105,36,referral,partner_a,2024-10-22 03:21:59,50.08
106,36,direct,typed_url,2024-11-25 03:21:59,0.0
107,36,paid_search,product_generic,2024-11-03 03:21:59,167.33
108,37,referral,partner_a,2024-10-06 06:53:22,44.07
109,37,organic_search,seo_category,2024-10-10 06:53:22,0.0
110,38,paid_search,brand_search_q1,2024-02-14 13:09:50,164.39
111,38,direct,typed_url,2024-02-16 13:09:50,0.0
112,39,paid_search,competitor_kw,2024-04-06 00:07:39,191.61
113,39,social_organic,linkedin_post,2024-04-13 00:07:39,0.0
114,39,paid_search,brand_search_q1,2024-04-16 00:07:39,70.79
115,39,email,welcome_series,2024-05-18 00:07:39,21.51
116,39,email,reengagement,2024-04-26 00:07:39,42.64
117,39,social_organic,twitter_organic,2024-05-16 00:07:39,0.0
118,40,social_paid,ig_retarget,2024-09-12 14:29:22,93.36
119,40,social_paid,fb_prospecting,2024-09-15 14:29:22,218.25
120,40,social_organic,twitter_organic,2024-09-20 14:29:22,0.0
121,40,paid_search,product_generic,2024-10-18 14:29:22,183.25
122,40,organic_search,seo_product,2024-10-14 14:29:22,0.0
123,40,email,reengagement,2024-09-22 14:29:22,52.17
124,41,organic_search,seo_category,2024-08-16 15:40:34,0.0
125,42,email,welcome_series,2024-05-31 22:08:52,28.27
126,42,email,cart_abandon,2024-06-03 22:08:52,32.71
127,43,email,welcome_series,2024-01-11 20:42:19,33.06
128,44,paid_search,competitor_kw,2024-05-31 05:44:42,179.6
129,44,social_paid,fb_lookalike,2024-06-10 05:44:42,295.43
130,45,paid_search,competitor_kw,2024-06-21 14:50:53,220.6
131,45,organic_search,seo_category,2024-06-29 14:50:53,0.0
132,46,paid_search,brand_search_q1,2024-04-17 12:55:57,255.75
133,46,organic_search,seo_category,2024-04-21 12:55:57,0.0
134,46,email,reengagement,2024-05-05 12:55:57,17.38
135,46,email,welcome_series,2024-04-26 12:55:57,35.28
136,47,paid_search,product_generic,2024-09-11 17:36:37,298.28
137,48,email,reengagement,2024-08-06 16:55:03,21.09
138,48,social_organic,linkedin_post,2024-08-19 16:55:03,0.0
139,48,social_organic,linkedin_post,2024-08-20 16:55:03,0.0
140,48,paid_search,product_generic,2024-08-30 16:55:03,149.42
141,49,referral,coupon_site,2024-05-26 05:26:46,75.6
142,50,organic_search,seo_category,2024-03-11 01:12:45,0.0
143,51,organic_search,seo_blog,2024-09-12 21:26:26,0.0
144,51,email,reengagement,2024-09-18 21:26:26,37.86
145,51,organic_search,seo_product,2024-09-16 21:26:26,0.0
146,52,paid_search,product_generic,2024-01-18 10:46:11,122.64
147,52,email,reengagement,2024-01-20 10:46:11,34.26
148,53,direct,bookmark,2024-07-12 23:03:40,0.0
149,53,social_paid,fb_lookalike,2024-07-25 23:03:40,260.96
150,53,email,welcome_series,2024-08-05 23:03:40,28.55
151,53,direct,bookmark,2024-07-18 23:03:40,0.0
152,54,social_paid,fb_prospecting,2024-01-25 01:11:53,168.31
153,55,paid_search,competitor_kw,2024-10-18 05:54:01,162.61
154,55,social_paid,fb_prospecting,2024-10-21 05:54:01,196.45
155,55,email,reengagement,2024-11-03 05:54:01,35.01
156,55,email,reengagement,2024-11-17 05:54:01,39.39
157,55,organic_search,seo_blog,2024-11-07 05:54:01,0.0
158,56,organic_search,seo_product,2024-07-09 17:24:42,0.0
159,56,paid_search,brand_search_q1,2024-07-16 17:24:42,208.43
160,56,social_organic,ig_organic,2024-07-13 17:24:42,0.0
161,57,paid_search,product_generic,2024-08-14 01:38:21,162.48
162,57,paid_search,brand_search_q1,2024-08-15 01:38:21,168.88
163,57,email,cart_abandon,2024-09-03 01:38:21,17.04
164,58,direct,bookmark,2024-07-31 06:30:09,0.0
165,58,social_paid,fb_lookalike,2024-08-11 06:30:09,298.59
166,59,organic_search,seo_blog,2024-07-24 02:45:24,0.0
167,59,social_organic,twitter_organic,2024-07-30 02:45:24,0.0
168,59,email,reengagement,2024-08-21 02:45:24,35.56
169,59,paid_search,brand_search_q1,2024-08-17 02:45:24,245.72
170,60,social_paid,fb_prospecting,2024-06-15 00:41:53,239.34
171,61,paid_search,product_generic,2024-01-31 08:21:11,141.43
172,62,paid_search,brand_search_q1,2024-02-09 04:34:38,280.75
173,63,organic_search,seo_blog,2024-08-21 14:17:21,0.0
174,63,social_organic,linkedin_post,2024-09-04 14:17:21,0.0
175,63,email,reengagement,2024-09-02 14:17:21,34.26
176,64,direct,direct_visit,2024-01-27 09:21:58,0.0
177,64,paid_search,product_generic,2024-01-31 09:21:58,127.37
178,65,direct,typed_url,2024-07-20 01:52:14,0.0
179,65,email,welcome_series,2024-07-29 01:52:14,37.08
180,66,direct,typed_url,2024-09-27 21:20:17,0.0
181,66,direct,bookmark,2024-10-08 21:20:17,0.0
182,66,paid_search,competitor_kw,2024-10-11 21:20:17,232.02
183,66,email,cart_abandon,2024-11-05 21:20:17,33.72
184,67,paid_search,product_generic,2024-01-24 01:34:23,133.15
185,67,social_paid,fb_lookalike,2024-01-25 01:34:23,229.63
186,67,email,welcome_series,2024-02-19 01:34:23,17.67
187,68,direct,typed_url,2024-08-06 23:31:14,0.0
188,68,social_organic,ig_organic,2024-08-12 23:31:14,0.0
189,69,referral,coupon_site,2024-01-28 11:33:35,38.42
190,69,social_paid,fb_prospecting,2024-02-06 11:33:35,277.99
191,69,organic_search,seo_blog,2024-02-07 11:33:35,0.0
192,69,social_paid,fb_prospecting,2024-01-31 11:33:35,204.19
193,69,organic_search,seo_blog,2024-03-12 11:33:35,0.0
194,69,email,cart_abandon,2024-02-22 11:33:35,40.88
195,70,social_organic,ig_organic,2024-10-30 12:29:52,0.0
196,70,direct,direct_visit,2024-11-12 12:29:52,0.0
197,70,social_organic,ig_organic,2024-11-17 12:29:52,0.0
198,71,direct,typed_url,2024-08-24 04:15:55,0.0
199,71,social_paid,fb_lookalike,2024-09-01 04:15:55,255.51
200,71,paid_search,competitor_kw,2024-09-17 04:15:55,104.05
201,72,organic_search,seo_product,2024-02-18 15:17:49,0.0
202,72,paid_search,competitor_kw,2024-02-20 15:17:49,178.14
203,72,direct,bookmark,2024-03-01 15:17:49,0.0
204,72,paid_search,competitor_kw,2024-02-21 15:17:49,122.17
205,73,email,reengagement,2024-04-02 11:54:26,34.34
206,73,email,reengagement,2024-04-15 11:54:26,28.88
207,73,direct,typed_url,2024-04-22 11:54:26,0.0
208,73,paid_search,brand_search_q1,2024-05-14 11:54:26,219.98
209,73,social_paid,fb_prospecting,2024-04-10 11:54:26,190.14
210,73,paid_search,competitor_kw,2024-04-17 11:54:26,221.96
211,74,paid_search,competitor_kw,2024-04-19 17:59:07,155.89
212,74,social_paid,fb_prospecting,2024-04-24 17:59:07,276.52
213,75,social_paid,ig_retarget,2024-02-20 09:02:34,266.87
214,76,social_paid,fb_prospecting,2024-02-17 12:37:49,226.1
215,76,direct,direct_visit,2024-02-25 12:37:49,0.0
216,76,social_paid,ig_retarget,2024-03-16 12:37:49,161.67
217,76,email,reengagement,2024-03-03 12:37:49,31.38
218,77,social_organic,linkedin_post,2024-05-22 12:04:09,0.0
219,77,social_paid,fb_lookalike,2024-05-27 12:04:09,289.79
220,77,email,reengagement,2024-06-09 12:04:09,30.46
221,78,paid_search,competitor_kw,2024-02-10 12:52:30,238.48
222,78,referral,review_site,2024-02-15 12:52:30,65.81
223,78,paid_search,brand_search_q1,2024-03-09 12:52:30,105.61
224,78,referral,partner_a,2024-02-25 12:52:30,35.93
225,79,organic_search,seo_blog,2024-10-15 03:05:23,0.0
226,79,social_paid,fb_prospecting,2024-10-16 03:05:23,240.09
227,79,referral,coupon_site,2024-10-31 03:05:23,53.86
228,79,social_paid,ig_retarget,2024-10-21 03:05:23,221.58
229,80,organic_search,seo_blog,2024-01-09 06:26:02,0.0
230,80,email,cart_abandon,2024-01-14 06:26:02,37.85
231,80,social_organic,ig_organic,2024-01-11 06:26:02,0.0
232,81,social_organic,linkedin_post,2024-04-18 09:19:49,0.0
233,81,paid_search,competitor_kw,2024-04-25 09:19:49,251.87
234,81,organic_search,seo_blog,2024-04-26 09:19:49,0.0
235,81,email,reengagement,2024-05-09 09:19:49,38.89
236,82,paid_search,competitor_kw,2024-07-25 19:11:04,162.98
237,82,organic_search,seo_product,2024-07-26 19:11:04,0.0
238,82,direct,bookmark,2024-08-22 19:11:04,0.0
239,82,direct,typed_url,2024-08-06 19:11:04,0.0
240,83,paid_search,product_generic,2024-10-21 02:06:08,220.98
241,83,social_paid,ig_retarget,2024-11-03 02:06:08,230.89
242,84,direct,direct_visit,2024-10-10 04:52:48,0.0
243,85,organic_search,seo_category,2024-02-12 09:54:46,0.0
244,85,email,reengagement,2024-02-20 09:54:46,22.3
245,85,organic_search,seo_category,2024-03-03 09:54:46,0.0
246,86,organic_search,seo_blog,2024-10-25 15:42:52,0.0
247,86,organic_search,seo_blog,2024-10-28 15:42:52,0.0
248,86,direct,bookmark,2024-11-20 15:42:52,0.0
249,87,referral,partner_a,2024-09-22 02:16:52,43.78
250,87,social_organic,linkedin_post,2024-09-28 02:16:52,0.0
251,88,email,reengagement,2024-08-09 18:52:33,30.72
252,89,email,cart_abandon,2024-05-20 11:14:25,21.96
253,89,social_paid,fb_lookalike,2024-05-21 11:14:25,197.9
254,89,paid_search,product_generic,2024-06-11 11:14:25,264.26
255,89,email,cart_abandon,2024-07-01 11:14:25,31.16
256,90,organic_search,seo_blog,2024-03-10 10:23:28,0.0
257,90,paid_search,brand_search_q1,2024-03-16 10:23:28,140.56
258,91,social_paid,fb_lookalike,2024-07-05 11:51:43,234.29
259,92,paid_search,brand_search_q1,2024-06-07 16:31:46,295.77
260,92,direct,typed_url,2024-06-13 16:31:46,0.0
261,92,referral,review_site,2024-06-13 16:31:46,59.51
262,93,social_organic,linkedin_post,2024-04-10 04:47:56,0.0
263,93,direct,direct_visit,2024-04-14 04:47:56,0.0
264,93,social_paid,fb_prospecting,2024-05-08 04:47:56,221.0
265,93,social_paid,fb_prospecting,2024-04-22 04:47:56,249.18
266,94,social_paid,fb_prospecting,2024-02-14 10:43:09,176.32
267,94,organic_search,seo_product,2024-02-24 10:43:09,0.0
268,95,paid_search,product_generic,2024-05-03 05:46:16,226.03
269,95,paid_search,product_generic,2024-05-08 05:46:16,138.32
270,96,paid_search,competitor_kw,2024-04-09 23:33:43,269.71
271,97,paid_search,brand_search_q1,2024-10-05 23:13:16,197.16
272,98,paid_search,competitor_kw,2024-02-12 09:28:38,92.94
273,98,organic_search,seo_blog,2024-02-16 09:28:38,0.0
274,98,email,cart_abandon,2024-03-11 09:28:38,18.65
275,98,social_organic,linkedin_post,2024-02-18 09:28:38,0.0
276,99,organic_search,seo_product,2024-09-06 06:49:14,0.0
277,99,paid_search,product_generic,2024-09-19 06:49:14,229.56
278,99,email,cart_abandon,2024-09-28 06:49:14,33.4
279,99,email,cart_abandon,2024-10-06 06:49:14,44.86
280,99,paid_search,competitor_kw,2024-09-10 06:49:14,108.35
281,99,email,welcome_series,2024-10-26 06:49:14,46.59
282,100,paid_search,brand_search_q1,2024-01-10 22:00:22,248.41
283,100,email,reengagement,2024-01-23 22:00:22,23.63
284,101,organic_search,seo_category,2024-10-15 04:20:45,0.0
285,102,direct,bookmark,2024-05-13 14:48:14,0.0
286,103,paid_search,product_generic,2024-08-14 07:01:46,167.18
287,104,social_organic,twitter_organic,2024-05-28 00:00:47,0.0
288,105,referral,partner_a,2024-01-31 00:35:41,78.08
289,105,organic_search,seo_category,2024-02-11 00:35:41,0.0
290,105,organic_search,seo_product,2024-02-18 00:35:41,0.0
291,106,paid_search,product_generic,2024-10-11 16:28:50,166.36
292,106,paid_search,competitor_kw,2024-10-22 16:28:50,112.62
293,106,organic_search,seo_product,2024-10-23 16:28:50,0.0
294,107,paid_search,product_generic,2024-04-14 12:57:53,263.33
295,107,direct,bookmark,2024-04-18 12:57:53,0.0
296,108,referral,partner_a,2024-10-25 02:57:18,69.85
297,109,social_paid,fb_prospecting,2024-05-02 06:18:04,223.86
298,109,email,reengagement,2024-05-09 06:18:04,51.13
299,110,paid_search,product_generic,2024-05-20 12:58:36,127.0
300,110,paid_search,competitor_kw,2024-05-31 12:58:36,204.95
301,110,organic_search,seo_blog,2024-06-05 12:58:36,0.0
302,110,social_organic,ig_organic,2024-06-19 12:58:36,0.0
303,110,social_organic,ig_organic,2024-06-25 12:58:36,0.0
304,111,social_organic,linkedin_post,2024-04-05 03:02:34,0.0
305,112,social_paid,fb_lookalike,2024-08-15 02:18:53,224.61
306,112,social_organic,linkedin_post,2024-08-21 02:18:53,0.0
307,112,paid_search,competitor_kw,2024-08-29 02:18:53,159.19
308,113,referral,coupon_site,2024-07-15 03:10:58,21.54
309,113,social_paid,fb_prospecting,2024-07-18 03:10:58,304.52
310,113,direct,direct_visit,2024-07-21 03:10:58,0.0
311,113,paid_search,competitor_kw,2024-08-23 03:10:58,146.78
312,113,organic_search,seo_product,2024-09-01 03:10:58,0.0
313,113,paid_search,brand_search_q1,2024-09-23 03:10:58,294.01
314,114,paid_search,brand_search_q1,2024-06-16 13:07:28,171.8
315,114,paid_search,product_generic,2024-06-23 13:07:28,211.77
316,114,direct,bookmark,2024-06-22 13:07:28,0.0
317,115,social_paid,fb_prospecting,2024-06-05 05:52:15,187.9
318,115,email,cart_abandon,2024-06-19 05:52:15,31.87
319,115,direct,typed_url,2024-06-25 05:52:15,0.0
320,115,social_paid,fb_lookalike,2024-06-08 05:52:15,278.41
321,115,paid_search,competitor_kw,2024-07-07 05:52:15,154.92
322,115,direct,typed_url,2024-07-15 05:52:15,0.0
323,116,social_organic,linkedin_post,2024-10-14 15:48:03,0.0
324,117,social_paid,fb_lookalike,2024-07-04 06:57:02,178.93
325,117,social_paid,fb_lookalike,2024-07-18 06:57:02,196.54
326,117,direct,direct_visit,2024-07-10 06:57:02,0.0
327,117,direct,typed_url,2024-08-03 06:57:02,0.0
328,118,social_paid,ig_retarget,2024-05-23 15:28:28,279.37
329,118,email,welcome_series,2024-06-01 15:28:28,32.77
330,118,social_paid,ig_retarget,2024-06-18 15:28:28,273.65
331,118,paid_search,competitor_kw,2024-06-16 15:28:28,214.0
332,119,paid_search,product_generic,2024-05-12 11:26:34,209.79
333,119,organic_search,seo_product,2024-05-17 11:26:34,0.0
334,120,email,welcome_series,2024-05-05 08:42:53,23.61
335,120,paid_search,product_generic,2024-05-17 08:42:53,178.87
336,120,paid_search,product_generic,2024-05-15 08:42:53,186.34
337,120,organic_search,seo_category,2024-05-23 08:42:53,0.0
338,121,email,welcome_series,2024-02-08 15:05:43,23.98
339,121,email,cart_abandon,2024-02-16 15:05:43,40.46
340,122,direct,bookmark,2024-03-27 20:24:50,0.0
341,122,referral,partner_a,2024-03-31 20:24:50,46.73
342,122,social_paid,fb_prospecting,2024-03-31 20:24:50,292.52
343,122,paid_search,product_generic,2024-05-05 20:24:50,224.57
344,122,paid_search,product_generic,2024-03-31 20:24:50,223.93
345,123,organic_search,seo_blog,2024-07-28 15:34:40,0.0
346,124,social_organic,ig_organic,2024-07-08 15:54:00,0.0
347,124,paid_search,product_generic,2024-07-15 15:54:00,250.5
348,124,social_paid,fb_lookalike,2024-07-14 15:54:00,221.39
349,124,social_organic,linkedin_post,2024-07-14 15:54:00,0.0
350,124,social_paid,fb_prospecting,2024-08-09 15:54:00,265.01
351,125,organic_search,seo_blog,2024-06-16 21:00:38,0.0
352,125,paid_search,competitor_kw,2024-06-28 21:00:38,163.25
353,126,paid_search,competitor_kw,2024-09-16 16:52:51,197.5
354,127,social_paid,fb_prospecting,2024-01-31 16:57:30,211.41
355,127,paid_search,brand_search_q1,2024-02-09 16:57:30,283.27
356,127,email,cart_abandon,2024-02-22 16:57:30,39.59
357,127,social_paid,fb_lookalike,2024-03-10 16:57:30,101.73
358,127,paid_search,product_generic,2024-02-24 16:57:30,155.87
359,127,direct,direct_visit,2024-03-06 16:57:30,0.0
360,128,direct,typed_url,2024-02-09 00:09:26,0.0
361,128,paid_search,product_generic,2024-02-20 00:09:26,242.54
362,129,paid_search,product_generic,2024-08-31 03:29:45,222.75
363,129,paid_search,brand_search_q1,2024-09-10 03:29:45,142.25
364,129,email,welcome_series,2024-09-22 03:29:45,29.92
365,129,paid_search,competitor_kw,2024-09-09 03:29:45,67.14
366,130,social_organic,twitter_organic,2024-07-07 03:56:02,0.0
367,130,email,welcome_series,2024-07-18 03:56:02,45.93
368,130,direct,typed_url,2024-08-04 03:56:02,0.0
369,130,social_paid,fb_prospecting,2024-07-10 03:56:02,165.52
370,130,organic_search,seo_product,2024-08-12 03:56:02,0.0
371,131,paid_search,brand_search_q1,2024-08-25 08:57:25,162.65
372,132,social_paid,fb_lookalike,2024-06-11 09:31:39,165.73
373,132,social_paid,fb_prospecting,2024-06-22 09:31:39,236.08
374,132,email,reengagement,2024-07-03 09:31:39,32.2
375,132,referral,review_site,2024-07-23 09:31:39,42.4
376,133,direct,typed_url,2024-03-31 01:24:09,0.0
377,134,social_organic,linkedin_post,2024-07-09 09:11:59,0.0
378,134,email,cart_abandon,2024-07-14 09:11:59,25.76
379,134,paid_search,brand_search_q1,2024-08-04 09:11:59,192.53
380,134,social_organic,linkedin_post,2024-08-02 09:11:59,0.0
381,135,email,cart_abandon,2024-05-06 08:55:13,40.39
382,136,organic_search,seo_product,2024-03-09 10:15:04,0.0
383,136,paid_search,product_generic,2024-03-16 10:15:04,154.22
384,136,social_paid,ig_retarget,2024-04-06 10:15:04,172.58
385,136,social_organic,linkedin_post,2024-04-08 10:15:04,0.0
386,136,email,welcome_series,2024-03-13 10:15:04,28.08
387,136,email,reengagement,2024-03-29 10:15:04,32.8
388,137,email,reengagement,2024-10-31 00:29:05,43.28
389,137,email,reengagement,2024-11-06 00:29:05,27.28
390,138,email,cart_abandon,2024-06-08 16:55:58,29.96
391,138,email,welcome_series,2024-06-13 16:55:58,32.9
392,138,organic_search,seo_blog,2024-06-20 16:55:58,0.0
393,139,social_organic,linkedin_post,2024-09-04 02:25:50,0.0
394,139,email,reengagement,2024-09-07 02:25:50,22.55
395,139,organic_search,seo_category,2024-09-08 02:25:50,0.0
396,139,referral,coupon_site,2024-10-04 02:25:50,57.39
397,140,paid_search,product_generic,2024-05-08 00:52:45,184.8
398,140,referral,partner_a,2024-05-21 00:52:45,60.35
399,141,paid_search,product_generic,2024-05-27 06:17:22,158.33
400,141,direct,typed_url,2024-05-29 06:17:22,0.0
401,142,paid_search,brand_search_q1,2024-09-11 08:24:17,192.1
402,142,organic_search,seo_blog,2024-09-25 08:24:17,0.0
403,142,organic_search,seo_category,2024-09-19 08:24:17,0.0
404,142,email,welcome_series,2024-09-29 08:24:17,30.11
405,142,email,welcome_series,2024-10-17 08:24:17,30.88
406,142,social_paid,fb_prospecting,2024-09-16 08:24:17,168.98
407,143,social_paid,fb_lookalike,2024-01-08 18:40:40,370.2
408,143,organic_search,seo_product,2024-01-09 18:40:40,0.0
409,143,paid_search,competitor_kw,2024-01-10 18:40:40,201.94
410,143,email,reengagement,2024-01-20 18:40:40,26.11
411,143,paid_search,product_generic,2024-01-16 18:40:40,280.44
412,143,social_organic,linkedin_post,2024-03-03 18:40:40,0.0
413,144,paid_search,product_generic,2024-06-04 15:16:10,227.11
414,144,direct,direct_visit,2024-06-06 15:16:10,0.0
415,144,organic_search,seo_category,2024-06-30 15:16:10,0.0
416,145,email,welcome_series,2024-10-11 12:41:19,31.65
417,146,social_paid,fb_prospecting,2024-07-29 08:59:27,364.53
418,146,social_paid,ig_retarget,2024-08-02 08:59:27,166.65
419,147,social_organic,linkedin_post,2024-08-23 05:27:16,0.0
420,147,organic_search,seo_blog,2024-08-28 05:27:16,0.0
421,148,organic_search,seo_blog,2024-04-16 10:19:43,0.0
422,149,organic_search,seo_product,2024-09-11 18:50:08,0.0
423,149,organic_search,seo_blog,2024-09-18 18:50:08,0.0
424,149,organic_search,seo_product,2024-09-21 18:50:08,0.0
425,150,organic_search,seo_blog,2024-09-29 23:18:41,0.0
426,150,paid_search,competitor_kw,2024-10-11 23:18:41,139.01
427,151,referral,coupon_site,2024-06-01 21:02:20,52.26
428,151,paid_search,brand_search_q1,2024-06-11 21:02:20,76.71
429,151,referral,review_site,2024-06-27 21:02:20,55.44
430,151,email,cart_abandon,2024-06-25 21:02:20,35.14
431,151,organic_search,seo_category,2024-06-21 21:02:20,0.0
432,151,email,reengagement,2024-06-11 21:02:20,38.73
433,152,organic_search,seo_blog,2024-02-07 01:05:24,0.0
434,153,organic_search,seo_blog,2024-07-09 05:22:25,0.0
435,153,email,cart_abandon,2024-07-18 05:22:25,36.68
436,153,social_paid,fb_lookalike,2024-08-04 05:22:25,317.46
437,153,email,cart_abandon,2024-07-24 05:22:25,36.3
438,153,email,reengagement,2024-08-02 05:22:25,28.81
439,154,paid_search,product_generic,2024-02-28 11:48:19,243.69
440,154,organic_search,seo_blog,2024-03-04 11:48:19,0.0
441,154,social_paid,fb_lookalike,2024-03-25 11:48:19,189.03
442,154,organic_search,seo_product,2024-03-17 11:48:19,0.0
443,154,referral,partner_a,2024-03-23 11:48:19,24.3
444,155,social_paid,fb_lookalike,2024-06-28 04:17:56,309.36
